height;lenght;area;eccen;p_black;p_and;mean_tr;blackpix;blackand;wb_trans;Class
7;13;91;1857;.791;.978;6.00;72;89;12;Text
10;268;2680;26800;.494;.754;6.02;1325;2022;220;Text
9;276;2484;30667;.388;.846;2.58;964;2102;373;Text
9;278;2502;30889;.258;.798;1.62;645;1997;398;Text
8;13;104;1625;.625;.817;5.91;65;85;11;Text
9;358;3222;39778;.385;.863;2.36;1240;2782;525;Text
8;170;1360;21250;.277;.890;1.60;377;1210;236;Text
7;19;133;2714;.662;.925;4.89;88;123;18;Text
10;269;2690;26900;.306;.496;5.15;824;1335;160;Text
10;398;3980;39800;.342;.745;2.44;1361;2965;557;Text
7;80;560;11429;.361;.961;1.63;202;538;124;Text
8;12;96;1500;.583;.813;6.22;56;78;9;Text
10;238;2380;23800;.353;.727;2.85;840;1730;295;Text
10;88;880;8800;.257;.668;1.82;226;588;124;Text
7;13;91;1857;.670;.890;7.63;61;81;8;Text
10;279;2790;27900;.377;.687;2.70;1052;1916;389;Text
9;80;720;8889;.304;.838;1.80;219;603;122;Text
7;19;133;2714;.662;.910;5.18;88;121;17;Text
10;268;2680;26800;.395;.590;5.88;1058;1581;180;Text
9;162;1458;18000;.254;.527;2.69;371;769;138;Text
8;162;1296;20250;.204;.412;3.12;265;534;85;Text
8;109;872;13625;.447;.959;2.47;390;836;158;Text
9;163;1467;18111;.264;.510;2.98;387;748;130;Text
8;162;1296;20250;.327;.790;2.85;424;1024;149;Text
9;163;1467;18111;.263;.549;2.82;386;805;137;Text
8;163;1304;20375;.383;.982;2.79;500;1280;179;Text
10;162;1620;16200;.294;.730;2.71;477;1183;176;Text
3;104;312;34667;.606;.683;9.95;189;213;19;Text
8;184;1472;23000;.237;.777;1.64;349;1144;213;Text
7;5;35;.714;.829;.829;29.00;29;29;1;Text
6;130;780;21667;.253;.528;2.05;197;412;96;Text
4;17;68;4250;.191;.647;1.86;13;44;7;Text
8;1;8;.125;1.00;1.00;8.00;8;8;1;Text
87;116;10092;1333;.406;.416;104.95;4093;4194;39;Text
15;29;435;1933;.524;.970;4.15;228;422;55;Text
77;257;19789;3338;.465;.490;72.47;9204;9689;127;Text
59;84;4956;1424;.659;.710;148.36;3264;3517;22;Text
11;63;693;5727;.413;.804;3.08;286;557;93;Text
11;30;330;2727;.467;.824;4.16;154;272;37;Text
24;510;12240;21250;.846;.927;38.65;10359;11341;268;horiz_line
17;19;323;1118;.362;.381;58.50;117;123;2;Text
17;24;408;1412;.426;.735;4.70;174;300;37;Text
9;159;1431;17667;.249;.605;1.93;356;866;184;Text
9;168;1512;18667;.268;.661;1.89;405;1000;214;Text
8;131;1048;16375;.246;.796;1.46;258;834;177;Text
8;206;1648;25750;.236;.793;1.64;389;1307;237;Text
6;217;1302;36167;.250;.684;1.52;326;890;214;Text
6;184;1104;30667;.272;.697;1.54;300;770;195;Text
7;243;1701;34714;.219;.528;1.62;372;898;230;Text
7;219;1533;31286;.195;.617;1.44;299;946;207;Text
7;110;770;15714;.210;.627;1.38;162;483;117;Text
7;128;896;18286;.265;.720;1.69;237;645;140;Text
17;21;357;1235;.373;.613;16.63;133;219;8;Text
17;23;391;1353;.419;.808;6.56;164;316;25;Text
17;171;2907;10059;.208;.422;2.42;606;1226;250;Text
9;166;1494;18444;.274;.606;1.88;409;905;217;Text
9;73;657;8111;.298;.627;2.55;196;412;77;Text
9;125;1125;13889;.210;.601;1.69;236;676;140;Text
8;109;872;13625;.219;.595;1.61;191;519;119;Text
5;27;135;5400;.296;.496;3.08;40;67;13;Text
8;76;608;9500;.232;.510;1.88;141;310;75;Text
4;18;72;4500;.181;.778;6.50;13;56;2;Text
7;240;1680;34286;.215;.538;1.64;362;904;221;Text
5;51;255;10200;.314;.831;1.63;80;212;49;Text
8;231;1848;28875;.228;.569;1.64;421;1052;257;Text
7;231;1617;33000;.260;.640;1.71;420;1035;246;Text
4;19;76;4750;.421;.921;1.78;32;70;18;Text
5;70;350;14000;.180;.417;1.40;63;146;45;Text
5;203;1015;40600;.239;.859;1.30;243;872;187;Text
18;22;396;1222;.366;.513;14.50;145;203;10;Text
9;161;1449;17889;.273;.521;2.41;396;755;164;Text
17;24;408;1412;.426;.792;4.46;174;323;39;Text
18;158;2844;8778;.198;.418;2.46;563;1190;229;Text
9;92;828;10222;.287;.694;1.93;238;575;123;Text
6;48;288;8000;.316;.965;1.57;91;278;58;Text
8;95;760;11875;.187;.645;1.34;142;490;106;Text
7;227;1589;32429;.217;.509;1.60;345;809;215;Text
7;243;1701;34714;.198;.480;1.48;336;817;227;Text
8;242;1936;30250;.171;.409;1.45;331;792;228;Text
8;192;1536;24000;.207;.579;1.57;318;889;203;Text
7;98;686;14000;.207;.491;1.42;142;337;100;Text
17;22;374;1294;.425;.765;4.68;159;286;34;Text
8;152;1216;19000;.270;.623;2.00;328;757;164;Text
17;11;187;.647;.326;.433;10.17;61;81;6;Text
17;11;187;.647;.417;.647;9.75;78;121;8;Text
10;141;1410;14100;.236;.645;2.25;333;910;148;Text
6;46;276;7667;.322;.877;1.48;89;242;60;Text
8;229;1832;28625;.168;.484;1.57;308;887;196;Text
8;113;904;14125;.210;.759;1.41;190;686;135;Text
5;69;345;13800;.249;.632;1.51;86;218;57;Text
5;34;170;6800;.141;.594;1.26;24;101;19;Text
5;58;290;11600;.200;.745;1.41;58;216;41;Text
5;36;180;7200;.211;.789;1.52;38;142;25;Text
5;46;230;9200;.174;.804;1.43;40;185;28;Text
7;135;945;19286;.156;.753;1.23;147;712;120;Text
5;118;590;23600;.154;.497;1.44;91;293;63;Text
3;5;15;1667;.533;.800;4.00;8;12;2;Text
7;145;1015;20714;.207;.658;1.50;210;668;140;Text
7;91;637;13000;.163;.535;1.46;104;341;71;Text
5;177;885;35400;.226;.498;1.71;200;441;117;Text
17;22;374;1294;.321;.406;8.57;120;152;14;Text
9;150;1350;16667;.237;.579;1.75;320;782;183;Text
17;24;408;1412;.400;.838;4.79;163;342;34;Text
8;117;936;14625;.173;.642;1.30;162;601;125;Text
19;130;2470;6842;.208;.650;1.93;514;1606;267;Text
7;239;1673;34143;.160;.476;1.51;268;797;177;Text
7;110;770;15714;.174;.447;1.25;134;344;107;Text
6;21;126;3500;.198;.444;1.67;25;56;15;vert_line
6;47;282;7833;.177;.450;1.61;50;127;31;Text
4;25;100;6250;.280;.710;1.33;28;71;21;Text
6;104;624;17333;.234;.862;1.32;146;538;111;Text
4;31;124;7750;.419;.944;1.58;52;117;33;Text
7;192;1344;27429;.136;.385;1.36;183;518;135;Text
7;162;1134;23143;.096;.235;1.49;109;266;73;Text
8;208;1664;26000;.194;.491;1.65;323;817;196;Text
17;22;374;1294;.409;.757;4.50;153;283;34;Text
10;189;1890;18900;.263;.515;2.34;498;973;213;Text
5;92;460;18400;.287;.604;1.38;132;278;96;Text
7;111;777;15857;.254;.883;1.50;197;686;131;Text
18;24;432;1333;.454;.750;5.76;196;324;34;Text
8;231;1848;28875;.210;.543;1.65;389;1003;236;Text
18;185;3330;10278;.163;.358;2.39;544;1193;228;Text
8;242;1936;30250;.232;.611;1.72;450;1183;262;Text
7;48;336;6857;.298;.613;1.67;100;206;60;Text
6;60;360;10000;.292;.822;1.57;105;296;67;Text
7;211;1477;30143;.257;.653;1.70;380;965;223;Text
5;17;85;3400;.376;.741;2.91;32;63;11;Text
197;198;39006;1005;.273;.332;46.93;10654;12964;227;picture
7;223;1561;31857;.205;.664;1.40;320;1036;229;Text
7;67;469;9571;.258;.548;1.70;121;257;71;Text
23;249;5727;10826;.770;.958;16.33;4409;5488;270;Text
17;23;391;1353;.373;.621;10.43;146;243;14;Text
9;169;1521;18778;.260;.619;1.82;396;942;217;Text
9;100;900;11111;.247;.637;1.83;222;573;121;Text
6;71;426;11833;.329;.958;1.57;140;408;89;Text
8;210;1680;26250;.178;.483;1.44;299;811;208;Text
4;44;176;11000;.267;.614;1.81;47;108;26;Text
7;97;679;13857;.196;.461;1.68;133;313;79;Text
5;107;535;21400;.247;.910;1.43;132;487;92;Text
17;34;578;2000;.123;.156;17.75;71;90;4;Text
19;201;3819;10579;.238;.567;2.07;909;2164;439;Text
7;213;1491;30429;.235;.746;1.50;351;1112;234;Text
6;28;168;4667;.327;.589;2.12;55;99;26;Text
7;98;686;14000;.254;.608;1.53;174;417;114;Text
7;133;931;19000;.211;.559;1.75;196;520;112;Text
7;72;504;10286;.236;.651;1.70;119;328;70;Text
79;159;12561;2013;.319;.368;51.40;4009;4623;78;Text
77;245;18865;3182;.445;.523;32.67;8396;9871;257;Text
74;183;13542;2473;.544;.612;127.00;7366;8289;58;Text
3;541;1623;180.33;.710;.747;88.62;1152;1213;13;horiz_line
9;153;1377;17000;.304;.848;2.06;419;1168;203;Text
10;58;580;5800;.402;.893;2.81;233;518;83;Text
84;1;84;.012;1.00;1.00;84.00;84;84;1;vert_line
14;192;2688;13714;.234;.589;2.28;628;1584;275;Text
16;12;192;.750;.526;.833;7.21;101;160;14;Text
14;284;3976;20286;.236;.698;2.24;938;2777;419;Text
9;225;2025;25000;.198;.741;1.41;400;1501;283;Text
10;325;3250;32500;.215;.692;1.51;700;2248;463;Text
9;333;2997;37000;.237;.671;1.57;711;2011;452;Text
9;197;1773;21889;.274;.699;1.74;485;1240;278;Text
9;58;522;6444;.351;.669;2.29;183;349;80;Text
13;323;4199;24846;.256;.557;2.40;1076;2340;449;Text
17;24;408;1412;.360;.708;5.88;147;289;25;Text
7;37;259;5286;.521;.954;3.14;135;247;43;Text
9;184;1656;20444;.214;.798;1.46;354;1322;242;Text
9;44;396;4889;.341;.677;2.55;135;268;53;Text
10;330;3300;33000;.207;.671;1.61;684;2215;425;Text
9;33;297;3667;.340;.677;2.53;101;201;40;Text
10;292;2920;29200;.203;.649;1.50;594;1896;397;Text
7;50;350;7143;.266;.740;1.45;93;259;64;Text
117;1;117;.009;1.00;1.00;117.00;117;117;1;vert_line
4;93;372;23250;.312;.763;1.66;116;284;70;Text
6;94;564;15667;.184;.934;1.32;104;527;79;Text
13;284;3692;21846;.205;.553;1.87;758;2040;405;Text
6;94;564;15667;.188;.874;1.63;106;493;65;Text
16;24;384;1500;.393;.935;4.72;151;359;32;Text
5;94;470;18800;.234;.845;1.39;110;397;79;Text
12;167;2004;13917;.225;.752;1.93;451;1507;234;Text
5;94;470;18800;.183;.798;1.62;86;375;53;Text
4;95;380;23750;.311;.979;1.51;118;372;78;Text
7;61;427;8714;.241;.794;1.47;103;339;70;Text
6;95;570;15833;.209;.667;1.63;119;380;73;Text
6;93;558;15500;.238;.711;1.71;133;397;78;Text
10;288;2880;28800;.191;.564;1.50;549;1624;365;Text
5;93;465;18600;.351;1.00;1.66;163;465;98;Text
1;18;18;18000;.389;1.00;3.50;7;18;2;Text
10;323;3230;32300;.198;.676;1.38;641;2183;465;Text
5;95;475;19000;.255;.787;1.73;121;374;70;Text
6;97;582;16167;.232;.852;1.55;135;496;87;Text
10;293;2930;29300;.207;.596;1.53;606;1746;397;Text
5;96;480;19200;.342;.738;2.13;164;354;77;Text
6;96;576;16000;.309;.925;1.73;178;533;103;Text
6;96;576;16000;.335;.703;2.44;193;405;79;Text
6;96;576;16000;.259;.740;1.69;149;426;88;Text
17;24;408;1412;.407;.809;4.88;166;330;34;Text
13;239;3107;18385;.239;.615;2.16;742;1912;343;Text
5;63;315;12600;.368;.927;2.00;116;292;58;Text
8;298;2384;37250;.242;.791;1.50;576;1886;383;Text
6;96;576;16000;.319;.703;2.30;184;405;80;Text
5;96;480;19200;.404;.817;2.77;194;392;70;Text
7;56;392;8000;.329;.791;1.65;129;310;78;Text
5;94;470;18800;.277;.945;1.63;130;444;80;Text
10;330;3300;33000;.225;.771;1.44;744;2545;518;Text
6;96;576;16000;.309;.644;2.44;178;371;73;Text
6;95;570;15833;.274;.784;1.97;156;447;79;Text
10;319;3190;31900;.239;.674;1.67;764;2149;458;Text
6;96;576;16000;.297;.811;2.25;171;467;76;Text
5;82;410;16400;.361;.802;2.11;148;329;70;Text
6;96;576;16000;.351;.755;2.43;202;435;83;Text
16;24;384;1500;.411;.872;4.51;158;335;35;Text
9;285;2565;31667;.338;.765;2.42;866;1961;358;Text
6;96;576;16000;.267;.939;1.51;154;541;102;Text
6;96;576;16000;.302;.795;2.20;174;458;79;Text
136;1;136;.007;.993;1.00;135.00;135;136;1;vert_line
9;305;2745;33889;.191;.730;1.40;525;2003;375;Text
6;96;576;16000;.260;.856;1.53;150;493;98;Text
5;94;470;18800;.313;.751;1.91;147;353;77;Text
7;19;133;2714;.286;.632;1.65;38;84;23;Text
6;95;570;15833;.256;.768;1.78;146;438;82;Text
9;331;2979;36778;.222;.690;1.57;661;2056;421;Text
6;95;570;15833;.226;.933;1.45;129;532;89;Text
6;96;576;16000;.234;.668;2.01;135;385;67;Text
10;282;2820;28200;.191;.701;1.43;540;1977;378;Text
6;97;582;16167;.235;.703;1.71;137;409;80;Text
9;183;1647;20333;.218;.600;1.42;359;989;252;Text
6;97;582;16167;.282;.794;1.84;164;462;89;Text
6;97;582;16167;.266;.720;1.82;155;419;85;Text
6;93;558;15500;.276;.962;1.52;154;537;101;Text
6;94;564;15667;.287;.713;2.45;162;402;66;Text
7;97;679;13857;.211;.791;1.51;143;537;95;Text
16;24;384;1500;.440;.948;5.28;169;364;32;Text
12;91;1092;7583;.281;.590;2.46;307;644;125;Text
5;97;485;19400;.334;.831;1.98;162;403;82;Text
6;97;582;16167;.299;.701;1.85;174;408;94;Text
13;242;3146;18615;.231;.614;2.33;726;1932;312;Text
4;96;384;24000;.417;.753;2.19;160;289;73;Text
6;96;576;16000;.198;.668;1.61;114;385;71;Text
7;140;980;20000;.253;.886;1.49;248;868;167;Text
6;96;576;16000;.262;.842;1.51;151;485;100;Text
10;303;3030;30300;.179;.669;1.32;543;2028;410;Text
5;96;480;19200;.323;.838;1.78;155;402;87;Text
6;96;576;16000;.217;.797;1.45;125;459;86;Text
10;284;2840;28400;.202;.709;1.43;575;2013;402;Text
4;69;276;17250;.377;.960;1.82;104;265;57;Text
9;80;720;8889;.231;.694;1.54;166;500;108;Text
5;96;480;19200;.329;.717;2.14;158;344;74;Text
6;96;576;16000;.274;.901;1.58;158;519;100;Text
6;96;576;16000;.318;.575;3.00;183;331;61;Text
5;99;495;19800;.303;.739;1.92;150;366;78;Text
6;96;576;16000;.293;.724;2.09;169;417;81;Text
4;96;384;24000;.479;.878;2.56;184;337;72;Text
37;1;37;.027;1.00;1.00;37.00;37;37;1;vert_line
6;94;564;15667;.326;.862;2.02;184;486;91;Text
16;92;1472;5750;.245;.522;3.61;361;769;100;Text
6;39;234;6500;.342;.936;2.05;80;219;39;Text
5;39;195;7800;.395;.826;3.67;77;161;21;Text
5;39;195;7800;.436;.656;3.54;85;128;24;Text
160;286;45760;1788;.201;.226;55.42;9199;10347;166;picture
91;285;25935;3132;.158;.165;113.89;4100;4287;36;picture
64;73;4672;1141;.403;.445;72.38;1882;2077;26;graphic
63;66;4158;1048;.491;.591;44.37;2041;2458;46;graphic
65;50;3250;.769;.454;.487;245.83;1475;1582;6;graphic
63;79;4977;1254;.338;.345;186.78;1681;1718;9;graphic
32;1;32;.031;1.00;1.00;32.00;32;32;1;vert_line
4;108;432;27000;.778;.826;56.00;336;357;6;horiz_line
11;32;352;2909;.264;.500;3.10;93;176;30;Text
9;18;162;2000;.395;.759;2.78;64;123;23;Text
9;9;81;1000;.321;.395;13.00;26;32;2;Text
11;57;627;5182;.343;.678;2.95;215;425;73;Text
1;20;20;20000;.750;1.00;3.00;15;20;5;horiz_line
11;252;2772;22909;.092;.095;63.75;255;262;4;horiz_line
7;31;217;4429;.382;.811;1.84;83;176;45;Text
9;38;342;4222;.377;.731;2.74;129;250;47;Text
430;5;2150;.012;.216;.221;46.50;465;475;10;vert_line
9;151;1359;16778;.185;.566;1.39;251;769;181;Text
10;88;880;8800;.248;.490;2.16;218;431;101;Text
9;160;1440;17778;.215;.800;1.58;310;1152;196;Text
7;92;644;13143;.292;.907;1.54;188;584;122;Text
9;127;1143;14111;.213;.679;1.58;243;776;154;Text
10;1;10;.100;.900;1.00;9.00;9;10;1;vert_line
8;75;600;9375;.228;.662;1.37;137;397;100;Text
7;119;833;17000;.285;.872;1.50;237;726;158;Text
7;4;28;.571;.429;.714;2.40;12;20;5;Text
1;41;41;41000;.390;1.00;1.07;16;41;15;Text
1;40;40;40000;.400;1.00;1.07;16;40;15;Text
1;42;42;42000;.405;1.00;1.06;17;42;16;Text
9;59;531;6556;.237;.802;1.56;126;426;81;Text
8;1;8;.125;1.00;1.00;8.00;8;8;1;vert_line
6;17;102;2833;.245;.804;1.39;25;82;18;Text
8;120;960;15000;.250;.748;1.66;240;718;145;Text
7;59;413;8429;.462;1.00;2.33;191;413;82;Text
7;125;875;17857;.290;.735;1.59;254;643;160;Text
9;111;999;12333;.209;.571;1.57;209;570;133;Text
7;164;1148;23429;.281;.838;1.60;323;962;202;Text
7;8;56;1143;.393;.750;2.00;22;42;11;Text
1;40;40;40000;.400;1.00;1.07;16;40;15;Text
1;35;35;35000;.429;1.00;1.07;15;35;14;Text
7;31;217;4429;.336;.834;1.52;73;181;48;Text
9;211;1899;23444;.219;.707;1.48;416;1343;282;Text
9;93;837;10333;.229;.734;1.57;192;614;122;Text
8;129;1032;16125;.232;.823;1.46;239;849;164;Text
6;7;42;1167;.333;.952;1.40;14;40;10;Text
7;12;84;1714;.226;.607;2.38;19;51;8;Text
9;88;792;9778;.263;.726;1.59;208;575;131;Text
1;33;33;33000;.364;1.00;1.09;12;33;11;Text
1;63;63;63000;.952;1.00;20.00;60;63;3;horiz_line
8;48;384;6000;.396;.924;2.03;152;355;75;Text
7;38;266;5429;.410;.910;1.82;109;242;60;Text
7;36;252;5143;.456;.980;2.05;115;247;56;Text
7;76;532;10857;.301;.859;1.38;160;457;116;Text
5;2;10;.400;.800;.800;8.00;8;8;1;Text
7;56;392;8000;.143;.401;1.56;56;157;36;Text
7;105;735;15000;.256;.705;1.69;188;518;111;Text
7;53;371;7571;.089;.245;1.50;33;91;22;Text
1;95;95;95000;.379;1.00;1.03;36;95;35;Text
9;75;675;8333;.194;.698;1.46;131;471;90;Text
1;76;76;76000;.961;1.00;36.50;73;76;2;horiz_line
8;20;160;2500;.263;.613;2.00;42;98;21;Text
7;31;217;4429;.415;.783;2.31;90;170;39;Text
9;98;882;10889;.285;.645;2.06;251;569;122;Text
9;102;918;11333;.166;.560;1.58;152;514;96;Text
6;21;126;3500;.238;.738;1.58;30;93;19;Text
7;12;84;1714;.250;.524;1.75;21;44;12;Text
8;69;552;8625;.261;.879;1.47;144;485;98;Text
1;102;102;102.00;.961;1.00;24.50;98;102;4;horiz_line
8;77;616;9625;.232;.731;1.47;143;450;97;Text
8;22;176;2750;.438;.790;2.41;77;139;32;Text
7;62;434;8857;.272;.963;1.46;118;418;81;Text
6;10;60;1667;.183;.650;1.83;11;39;6;Text
6;7;42;1167;.333;.738;2.33;14;31;6;Text
5;20;100;4000;.170;.480;1.55;17;48;11;Text
1;91;91;91000;.352;1.00;1.03;32;91;31;Text
1;29;29;29000;.310;1.00;1.13;9;29;8;Text
7;17;119;2429;.160;.739;1.73;19;88;11;Text
6;9;54;1500;.296;.796;2.00;16;43;8;Text
5;56;280;11200;.121;.471;1.31;34;132;26;Text
4;44;176;11000;.267;.778;1.42;47;137;33;Text
5;128;640;25600;.759;.764;162.00;486;489;3;horiz_line
2;47;94;23500;.170;.511;1.14;16;48;14;Text
1;22;22;22000;.318;1.00;1.17;7;22;6;Text
6;31;186;5167;.199;.565;1.85;37;105;20;Text
3;8;24;2667;.333;.875;1.33;8;21;6;Text
1;47;47;47000;.340;1.00;1.14;16;47;14;Text
9;44;396;4889;.412;.795;2.47;163;315;66;Text
6;39;234;6500;.226;.705;1.66;53;165;32;Text
7;8;56;1143;.214;.625;1.71;12;35;7;Text
9;32;288;3556;.417;.715;3.08;120;206;39;Text
6;50;300;8333;.240;.630;1.76;72;189;41;Text
7;8;56;1143;.304;.768;1.42;17;43;12;Text
1;77;77;77000;.325;1.00;1.04;25;77;24;Text
1;47;47;47000;.426;1.00;1.05;20;47;19;Text
1;42;42;42000;.381;1.00;1.07;16;42;15;Text
7;59;413;8429;.242;.685;1.79;100;283;56;Text
6;82;492;13667;.104;.303;1.31;51;149;39;Text
5;12;60;2400;.200;.467;1.71;12;28;7;Text
5;58;290;11600;.090;.259;1.18;26;75;22;Text
9;72;648;8000;.255;.494;2.01;165;320;82;Text
1;45;45;45000;.356;1.00;1.07;16;45;15;Text
16;90;1440;5625;.197;.770;1.39;283;1109;204;Text
7;2;14;.286;.643;.714;9.00;9;10;1;vert_line
5;280;1400;56000;.780;.786;156.00;1092;1100;7;horiz_line
67;296;19832;4418;.088;.285;1.54;1748;5649;1134;Text
8;117;936;14625;.201;.698;1.45;188;653;130;Text
7;46;322;6571;.416;.776;2.63;134;250;51;Text
8;126;1008;15750;.209;.573;1.45;211;578;146;Text
9;55;495;6111;.275;.661;1.92;136;327;71;Text
7;158;1106;22571;.211;.552;1.60;233;610;146;Text
7;30;210;4286;.271;.871;1.33;57;183;43;Text
9;49;441;5444;.252;.739;1.61;111;326;69;Text
7;118;826;16857;.386;.869;2.26;319;718;141;Text
6;18;108;3000;.343;.926;1.76;37;100;21;Text
6;20;120;3333;.317;.983;1.52;38;118;25;Text
7;75;525;10714;.263;.710;1.52;138;373;91;Text
8;17;136;2125;.228;.860;1.48;31;117;21;Text
16;106;1696;6625;.192;.593;1.49;325;1005;218;Text
7;6;42;.857;.286;.857;1.71;12;36;7;Text
7;28;196;4000;.286;.781;1.56;56;153;36;Text
8;30;240;3750;.242;.821;1.53;58;197;38;Text
7;70;490;10000;.265;.976;1.40;130;478;93;Text
7;31;217;4429;.300;.880;1.97;65;191;33;Text
8;54;432;6750;.188;.780;1.53;81;337;53;Text
6;15;90;2500;.244;.733;2.20;22;66;10;Text
8;180;1440;22500;.199;.724;1.31;286;1043;219;Text
7;34;238;4857;.223;.916;1.33;53;218;40;Text
7;34;238;4857;.252;1.00;1.43;60;238;42;Text
7;65;455;9286;.407;.895;2.18;185;407;85;Text
9;98;882;10889;.185;.662;1.58;163;584;103;Text
9;138;1242;15333;.271;.609;1.87;336;756;180;Text
6;7;42;1167;.452;1.00;2.38;19;42;8;Text
6;104;624;17333;.099;.258;2.00;62;161;31;Text
9;261;2349;29000;.183;.718;1.42;430;1686;302;Text
9;98;882;10889;.302;.712;2.03;266;628;131;Text
4;253;1012;63250;.129;.660;1.41;131;668;93;Text
8;80;640;10000;.197;.769;1.48;126;492;85;Text
8;180;1440;22500;.213;.794;1.39;306;1143;220;Text
7;65;455;9286;.404;.925;2.07;184;421;89;Text
10;285;2850;28500;.175;.598;1.58;499;1703;315;Text
23;92;2116;4000;.145;.532;1.44;306;1126;212;Text
9;222;1998;24667;.202;.711;1.52;403;1421;266;Text
7;28;196;4000;.306;.847;1.58;60;166;38;Text
7;26;182;3714;.302;.863;1.90;55;157;29;Text
8;32;256;4000;.230;.613;1.40;59;157;42;Text
9;52;468;5778;.203;.626;1.38;95;293;69;Text
7;21;147;3000;.286;.850;1.35;42;125;31;Text
5;6;30;1200;.233;1.00;1.40;7;30;5;Text
6;13;78;2167;.295;.692;1.53;23;54;15;Text
5;19;95;3800;.316;.916;1.50;30;87;20;Text
5;16;80;3200;.250;.938;2.00;20;75;10;Text
105;2;210;.019;.529;.533;111.00;111;112;1;vert_line
6;85;510;14167;.239;.725;1.42;122;370;86;Text
5;28;140;5600;.307;.821;1.39;43;115;31;Text
7;61;427;8714;.321;.667;1.90;137;285;72;Text
5;2;10;.400;.700;.700;7.00;7;7;1;vert_line
7;18;126;2571;.262;.873;1.94;33;110;17;Text
6;59;354;9833;.237;.881;1.38;84;312;61;Text
6;45;270;7500;.422;.881;1.73;114;238;66;Text
7;27;189;3857;.259;.688;1.44;49;130;34;Text
8;24;192;3000;.203;.568;1.70;39;109;23;Text
7;22;154;3143;.097;.403;1.36;15;62;11;Text
71;34;2414;.479;.094;.273;1.91;227;659;119;Text
5;42;210;8400;.257;.838;1.46;54;176;37;Text
5;6;30;1200;.400;.867;2.00;12;26;6;Text
5;15;75;3000;.093;.347;1.40;7;26;5;Text
5;11;55;2200;.309;.836;1.70;17;46;10;Text
7;35;245;5000;.245;.804;1.36;60;197;44;Text
7;40;280;5714;.229;.682;1.25;64;191;51;Text
8;85;680;10625;.238;.687;1.46;162;467;111;Text
5;27;135;5400;.267;.622;1.71;36;84;21;Text
6;12;72;2000;.319;1.00;1.53;23;72;15;Text
7;15;105;2143;.200;.571;1.50;21;60;14;Text
7;14;98;2000;.357;.939;1.84;35;92;19;Text
8;37;296;4625;.264;.676;1.86;78;200;42;Text
6;40;240;6667;.221;.621;1.43;53;149;37;Text
7;39;273;5571;.147;.480;1.67;40;131;24;Text
8;69;552;8625;.216;.643;1.43;119;355;83;Text
7;87;609;12429;.365;.856;1.91;222;521;116;Text
7;40;280;5714;.250;.832;1.59;70;233;44;Text
9;46;414;5111;.297;.833;1.66;123;345;74;Text
7;17;119;2429;.319;.933;1.41;38;111;27;Text
7;96;672;13714;.271;.688;1.54;182;462;118;Text
7;15;105;2143;.181;.610;2.71;19;64;7;Text
5;24;120;4800;.342;.808;1.32;41;97;31;Text
8;39;312;4875;.205;.712;1.36;64;222;47;Text
6;8;48;1333;.417;1.00;2.86;20;48;7;Text
8;42;336;5250;.259;.756;1.74;87;254;50;Text
5;29;145;5800;.276;.779;1.60;40;113;25;Text
7;28;196;4000;.270;.750;1.36;53;147;39;Text
7;10;70;1429;.286;.771;2.22;20;54;9;Text
5;6;30;1200;.433;1.00;1.63;13;30;8;Text
5;13;65;2600;.292;.892;1.46;19;58;13;Text
5;18;90;3600;.322;1.00;1.45;29;90;20;Text
5;25;125;5000;.400;.928;1.52;50;116;33;Text
5;39;195;7800;.338;.903;1.35;66;176;49;Text
5;7;35;1400;.314;.857;1.83;11;30;6;Text
7;108;756;15429;.362;.807;2.11;274;610;130;Text
7;34;238;4857;.273;.761;1.48;65;181;44;Text
17;110;1870;6471;.175;.603;1.46;328;1128;224;Text
9;132;1188;14667;.189;.588;1.54;225;698;146;Text
11;427;4697;38818;.566;.570;189.79;2657;2676;14;horiz_line
